carat,color,clarity,cut,table,depth,measurements,price
0.8,I,VVS1,Excellent,58 %,62.6 %,5.88x5.91x3.69,"$2,338"
0.75,D,VVS1,Excellent,56 %,63.1 %,5.76x5.79x3.64,"$4,848"
0.66,E,VVS1,Excellent,59 %,59 %,5.72x5.74x3.38,"$3,093"
0.7,I,VS2,Excellent,56 %,62.4 %,5.66x5.69x3.54,"$1,642"
2.61,L,SI1,Excellent,57 %,61.5 %,8.80x8.86x5.43,"$11,725"
2.5,L,VS1,Excellent,55 %,63.1 %,8.57x8.62x5.43,"$15,727"
2.0,I,SI2,Excellent,56 %,63.4 %,7.95x7.99x5.05,"$13,377"
1.5,K,VS2,Excellent,58 %,62.9 %,7.23x7.28x4.56,"$4,393"
1.5,H,VS1,Excellent,59 %,61.8 %,7.31x7.33x4.52,"$10,259"
1.5,H,SI2,Excellent,58 %,62.7 %,7.26x7.28x4.56,"$8,554"
1.5,H,SI2,Excellent,56 %,62.4 %,7.28x7.32x4.56,"$8,287"
1.8,J,VS1,Excellent,56 %,63.6 %,7.66x7.71x4.89,"$10,274"
1.71,I,VS1,Excellent,56 %,62.8 %,7.57x7.62x4.77,"$8,729"
1.5,H,VS2,Very Good,60 %,64.8 %,7.06x7.14x4.60,"$7,984"
2.5,I,SI1,Excellent,56 %,62.9 %,8.57x8.62x5.40,"$26,267"
1.5,E,VS2,Excellent,57 %,63.4 %,7.23x7.27x4.60,"$14,263"
1.13,D,SI1,Excellent,57 %,62.7 %,6.63x6.66x4.17,
1.5,G,SI1,Excellent,55 %,63.3 %,7.22x7.27x4.58,"$10,609"
1.02,D,FL/IF,Excellent,55 %,60.9 %,6.47x6.51x3.96,"$13,850"
1.02,G,SI1,Excellent,56 %,62.8 %,6.39x6.42x4.02,"$4,202"
1.22,F,VVS2,Excellent,57 %,62.6 %,6.82x6.87x4.28,"$10,823"
1.11,G,SI2,Excellent,57 %,62.7 %,6.57x6.61x4.13,"$3,957"
1.03,J,VS2,Excellent,59 %,61.2 %,6.51x6.54x3.99,"$3,366"
1.4,D,FL/IF,Excellent,56 %,62.6 %,7.12x7.16x4.47,"$25,872"
1.26,M,VVS2,Excellent,58 %,62.4 %,6.88x6.92x4.30,"$2,994"
1.33,I,VS2,Excellent,57 %,62.7 %,6.99x7.03x4.40,"$4,508"
1.22,H,VVS2,Excellent,59 %,60.4 %,6.92x6.95x4.19,"$7,419"
1.2,D,FL/IF,Excellent,54 %,62.5 %,6.76x6.79x4.24,"$19,643"
1.01,J,VVS2,Excellent,60 %,61.5 %,6.37x6.41x3.93,"$3,824"
1.03,G,VS2,Excellent,58 %,62.4 %,6.42x6.46x4.02,"$5,324"
2.0,F,VS2,Excellent,61 %,61.2 %,8.02x8.08x4.93,"$22,962"
1.07,J,SI2,Excellent,57 %,62.5 %,6.50x6.52x4.07,"$2,057"
1.2,G,VS2,Excellent,56 %,62.9 %,6.72x6.76x4.24,"$7,164"
1.01,I,VVS1,Excellent,59 %,61.5 %,6.43x6.47x3.97,"$4,901"
1.2,D,SI1,Excellent,56 %,63.7 %,6.68x6.73x4.27,"$7,604"
1.01,K,SI2,Very Good,57 %,64.7 %,6.21x6.27x4.04,"$1,941"
1.01,H,VS2,Very Good,58 %,64.3 %,6.23x6.29x4.02,"$3,608"
1.01,I,VVS2,Excellent,60 %,60.4 %,6.45x6.48x3.90,"$4,677"
1.01,J,VS2,Excellent,57 %,62.3 %,6.40x6.43x4.00,"$2,901"
1.01,J,VVS1,Excellent,58 %,62.8 %,6.36x6.40x4.01,"$3,429"
1.5,M,SI1,Very Good,57 %,64.8 %,7.06x7.13x4.60,"$2,840"
1.2,G,SI2,Excellent,56 %,63.2 %,6.71x6.76x4.26,"$3,728"
1.01,E,SI2,Excellent,56 %,62.7 %,6.37x6.41x4.01,"$4,050"
1.01,H,VS1,Excellent,57 %,61.9 %,6.39x6.44x3.97,"$4,941"
1.01,L,SI2,Excellent,56 %,63.6 %,6.34x6.38x4.04,"$1,674"
1.02,D,SI1,Excellent,57 %,62.5 %,6.41x6.43x4.02,"$5,655"
1.01,J,VS1,Excellent,58 %,63 %,6.35x6.39x4.01,"$3,174"
1.01,I,VVS2,Excellent,56 %,62.6 %,6.38x6.41x4.01,"$4,509"
1.0,H,SI1,Excellent,59 %,61.9 %,6.40x6.42x3.97,"$3,452"
1.0,H,VS2,Very Good,56 %,64.9 %,6.17x6.23x4.03,"$3,572"
1.0,I,VVS1,Excellent,59 %,61.7 %,6.41x6.45x3.97,"$4,772"
1.0,L,VS2,Excellent,55 %,63.1 %,6.31x6.35x3.99,"$1,997"
1.01,F,SI1,Excellent,59 %,62 %,6.38x6.42x3.97,"$3,869"
1.01,H,VS2,Excellent,58 %,62.7 %,6.37x6.41x4.01,"$3,608"
1.0,G,SI2,Very Good,55 %,64.5 %,6.26x6.32x4.06,"$2,819"
1.01,M,SI2,Excellent,60 %,59.5 %,6.49x6.52x3.87,"$1,446"
1.01,I,SI1,Excellent,58 %,62.3 %,6.40x6.44x4.00,"$3,381"
1.03,D,VVS1,Excellent,58 %,61.9 %,6.46x6.49x4.01,"$7,653"
1.0,K,SI1,Excellent,61 %,59.6 %,6.46x6.49x3.86,"$1,922"
1.0,E,SI1,Excellent,57 %,63.1 %,6.31x6.36x4.00,"$5,082"
1.0,I,VVS1,Excellent,60 %,60.5 %,6.43x6.47x3.90,"$4,772"
1.01,E,SI2,Excellent,57 %,62.6 %,6.37x6.40x4.00,"$2,912"
1.01,F,VS2,Excellent,59 %,61.1 %,6.46x6.49x3.96,"$6,101"
1.01,L,SI1,Excellent,59 %,62.1 %,6.40x6.43x3.98,"$1,677"
1.0,J,VS2,Excellent,56 %,63.5 %,6.30x6.34x4.01,"$2,670"
1.0,E,VS2,Excellent,57 %,63 %,6.32x6.36x4.00,"$6,426"
1.0,I,VVS2,Excellent,59 %,61.6 %,6.42x6.46x3.97,"$4,631"
1.0,J,VVS2,Excellent,59 %,62.5 %,6.35x6.40x3.98,"$3,786"
1.01,H,VVS2,Excellent,57 %,62.7 %,6.37x6.40x4.00,"$5,133"
1.01,J,SI2,Excellent,57 %,62.8 %,6.36x6.40x4.00,"$2,232"
1.0,I,VVS1,Excellent,58 %,62.8 %,6.34x6.38x4.00,"$4,851"
1.0,L,VS2,Excellent,55 %,63 %,6.34x6.37x4.00,"$2,298"
1.0,E,VS2,Excellent,59 %,61 %,6.43x6.46x3.94,"$5,390"
0.97,I,FL/IF,Excellent,57 %,62.7 %,6.28x6.32x3.95,"$4,976"
0.96,I,VS1,Excellent,56 %,62.8 %,6.29x6.32x3.96,"$3,438"
1.0,E,VVS2,Excellent,59 %,61.2 %,6.44x6.48x3.95,"$6,018"
1.0,F,SI1,Very Good,56 %,64.8 %,6.18x6.25x4.03,"$3,581"
0.96,D,VS1,Excellent,58 %,62.9 %,6.24x6.27x3.94,"$4,296"
0.96,E,VVS2,Excellent,58 %,61.5 %,6.33x6.37x3.90,
0.96,G,VVS2,Excellent,56 %,63.3 %,6.24x6.28x3.96,"$5,582"
0.96,E,SI2,Excellent,56 %,62.7 %,6.25x6.29x3.93,"$3,397"
1.0,F,SI2,Excellent,60 %,60.6 %,6.43x6.46x3.91,"$3,674"
1.0,F,VS1,Excellent,59 %,62.3 %,6.33x6.37x3.96,"$6,101"
1.0,E,FL/IF,Excellent,60 %,60.3 %,6.40x6.44x3.87,"$12,375"
0.75,G,VS2,Excellent,57 %,61.6 %,5.81x5.83x3.59,"$2,528"
0.66,H,FL/IF,Excellent,56 %,62 %,5.56x5.59x3.46,"$1,576"
0.62,H,VS2,Excellent,59 %,60.6 %,5.49x5.50x3.33,"$1,311"
0.6,G,VS2,Excellent,56 %,62.3 %,5.36x5.39x3.35,"$1,540"
0.52,I,VVS2,Excellent,57 %,62.2 %,5.13x5.16x3.20,"$1,075"
0.52,D,VVS2,Excellent,55 %,62.7 %,5.11x5.12x3.21,"$1,370"
0.52,E,VVS2,Excellent,58 %,60.8 %,5.20x5.22x3.17,"$1,225"
0.5,F,VVS2,Excellent,58 %,62 %,5.08x5.12x3.16,"$1,405"
0.9,J,VVS2,Excellent,59 %,62.3 %,6.12x6.16x3.83,"$2,970"
0.51,F,SI1,Excellent,56 %,62.9 %,5.1x5.12x3.21,"$1,154"
0.5,F,SI1,Excellent,60 %,60.3 %,5.12x5.14x3.09,"$1,083"
0.65,I,VS2,Excellent,58 %,60.1 %,5.6x5.63x3.38,"$1,285"
0.6,D,VS2,Excellent,58 %,61.9 %,5.38x5.42x3.34,"$1,573"
0.51,E,FL/IF,Excellent,58 %,62.7 %,5.05x5.08x3.18,"$2,492"
0.79,F,SI2,Excellent,56 %,62.6 %,5.87x5.89x3.68,"$2,015"
0.7,F,SI1,Excellent,58 %,62.3 %,5.65x5.68x3.53,"$1,852"
0.76,J,VS2,Excellent,58 %,62.8 %,5.79x5.82x3.64,"$1,583"
0.7,H,VVS2,Excellent,59 %,60.9 %,5.73x5.75x3.5,"$2,053"
0.84,D,FL/IF,Excellent,58 %,60.8 %,6.08x6.11x3.71,"$9,111"
0.9,K,SI2,Excellent,56 %,63.0 %,6.1x6.14x3.86,"$1,820"
0.9,G,SI1,Excellent,58 %,63.0 %,6.1x6.14x3.86,"$2,496"
0.9,H,VS1,Excellent,58 %,62.8 %,6.11x6.15x3.85,"$3,516"
0.9,H,VVS2,Excellent,59 %,62.6 %,6.11x6.15x3.84,
0.9,E,VVS1,Excellent,58 %,62.9 %,6.09x6.13x3.84,"$7,520"
1.21,K,SI2,Excellent,56 %,62.1 %,6.81x6.83x4.24,
1.2,G,SI2,Excellent,59 %,61.9 %,6.73x6.78x4.19,
1.0,F,SI2,Very Good,55 %,64.9 %,6.15x6.23x4.02,
0.5,F,SI2,Excellent,56 %,62.5 %,5.07x5.1x3.18,$962
0.6,E,SI2,Excellent,59 %,61.1 %,5.43x5.46x3.33,"$1,333"
0.5,H,SI1,Excellent,58 %,62.3 %,5.05x5.11x3.17,$936
0.5,G,SI1,Excellent,58 %,62.0 %,5.07x5.1x3.15,"$1,052"
0.5,E,SI1,Excellent,57 %,62.4 %,5.08x5.1x3.18,"$1,149"
0.61,D,SI1,Excellent,58 %,61.5 %,5.44x5.46x3.35,"$1,823"
0.61,F,VS2,Excellent,58 %,61.7 %,5.42x5.45x3.35,
0.5,D,VS2,Excellent,58 %,60.4 %,5.11x5.14x3.1,
0.52,F,VVS2,Excellent,57 %,62.2 %,5.14x5.16x3.21,"$1,431"
0.6,E,VVS1,Excellent,57 %,62.9 %,5.36x5.39x3.38,"$2,821"
0.5,F,SI2,Excellent,58 %,62.2 %,5.05x5.08x3.15,$908
0.51,E,SI2,Excellent,58 %,61.7 %,5.13x5.14x3.17,"$1,015"
0.52,D,SI2,Excellent,58 %,62.1 %,5.12x5.14x3.19,"$1,162"
0.52,H,SI1,Excellent,56 %,62.4 %,5.12x5.15x3.21,"$1,132"
0.51,F,SI1,Excellent,57 %,61.1 %,5.14x5.16x3.15,"$1,159"
0.5,F,SI1,Excellent,62 %,58.7 %,5.19x5.22x3.06,"$1,241"
0.5,F,SI1,Excellent,56 %,62.0 %,5.07x5.09x3.15,"$1,063"
0.8,I,VS2,Excellent,57 %,62.9 %,5.85x5.9x3.69,"$1,946"
0.7,I,VS1,Excellent,58 %,62.8 %,5.61x5.64x3.53,"$1,731"
0.59,G,SI2,Excellent,57 %,62.7 %,5.33x5.36x3.36,"$1,134"
0.5,F,VS2,Excellent,60 %,59.4 %,5.16x5.19x3.08,"$1,383"
0.61,E,VS2,Excellent,56 %,62.0 %,5.44x5.46x3.38,"$1,749"
0.6,F,SI1,Excellent,61 %,59.8 %,5.46x5.48x3.27,"$1,288"
0.53,E,VVS1,Excellent,57 %,62.7 %,5.16x5.18x3.24,"$1,791"
0.52,F,SI1,Excellent,56 %,62.0 %,5.13x5.16x3.19,"$1,203"
0.72,H,FL/IF,Excellent,58 %,62.2 %,5.72x5.75x3.57,"$2,409"
0.63,D,VVS1,Excellent,56 %,62.7 %,5.43x5.46x3.42,"$4,244"
0.51,E,SI1,Excellent,55 %,62.8 %,5.1x5.13x3.21,"$1,261"
0.51,D,VVS1,Excellent,58 %,61.9 %,5.12x5.14x3.18,"$2,083"
0.6,H,VVS2,Excellent,59 %,60.4 %,5.43x5.47x3.29,"$1,274"
0.9,H,VS2,Excellent,56 %,63.4 %,6.11x6.15x3.89,"$3,245"
0.5,D,VVS2,Excellent,58 %,60.3 %,5.14x5.16x3.11,"$1,999"
0.9,H,VS1,Excellent,56 %,62.2 %,6.14x6.18x3.84,"$3,429"
0.7,H,SI1,Excellent,56 %,62.3 %,5.66x5.69x3.53,"$1,811"
0.7,H,SI2,Excellent,57 %,62.9 %,5.63x5.66x3.55,"$1,611"
0.52,F,VVS1,Excellent,56 %,62.6 %,5.12x5.14x3.21,"$1,424"
0.71,G,SI1,Excellent,59 %,60.8 %,5.74x5.77x3.5,"$1,670"
0.7,I,SI1,Excellent,60 %,60.7 %,5.74x5.77x3.49,"$1,494"
0.9,D,VS1,Excellent,57 %,63.0 %,6.13x6.17x3.87,"$5,094"
0.9,F,VVS2,Excellent,56 %,63.2 %,6.09x6.14x3.86,"$5,351"
0.62,D,VVS1,Excellent,58 %,62.2 %,5.44x5.46x3.39,
0.81,K,VS2,Excellent,60 %,60.4 %,6.01x6.05x3.64,"$1,564"
0.82,D,SI1,Excellent,58 %,60.5 %,6.07x6.09x3.67,"$2,663"
0.91,F,VVS1,Excellent,60 %,59.3 %,6.31x6.33x3.75,
0.6,D,VVS2,Excellent,59 %,61.2 %,5.44x5.46x3.33,"$2,607"
0.7,H,VS2,Excellent,61 %,60.4 %,5.71x5.75x3.46,"$1,641"
0.7,H,VS2,Excellent,56 %,62.8 %,5.65x5.68x3.56,
0.5,G,VVS1,Excellent,61 %,59.7 %,5.14x5.16x3.08,"$1,571"
0.8,E,VS2,Excellent,56 %,62.8 %,5.9x5.93x3.71,"$3,189"
0.63,D,VVS1,Excellent,58 %,62.2 %,5.45x5.47x3.4,"$4,320"
0.76,J,VS1,Excellent,58 %,62.8 %,5.79x5.83x3.65,
1.0,E,SI2,Excellent,58 %,62.8 %,6.31x6.35x3.98,
0.71,F,SI1,Excellent,57 %,62.7 %,5.66x5.69x3.56,"$1,941"
0.71,G,VVS2,Excellent,56 %,62.4 %,5.66x5.69x3.54,"$2,325"
0.72,I,VVS2,Excellent,58 %,62.0 %,5.73x5.76x3.56,"$1,809"
1.0,J,SI1,Excellent,56 %,63.6 %,6.28x6.36x4.02,
0.7,E,SI1,Excellent,56 %,63.0 %,5.6x5.66x3.54,"$1,718"
0.71,H,VS2,Excellent,56 %,61.8 %,5.71x5.74x3.54,"$1,941"
1.0,H,SI1,Excellent,58 %,63.1 %,6.31x6.35x3.99,
0.71,G,SI1,Excellent,55 %,62.6 %,5.67x5.7x3.56,"$1,740"
0.72,E,SI1,Excellent,58 %,62.2 %,5.72x5.74x3.57,"$2,012"
1.01,G,SI1,Excellent,61 %,59.3 %,6.49x6.52x3.86,
0.7,F,FL/IF,Excellent,56 %,62.2 %,5.65x5.68x3.53,"$3,553"
0.71,I,VS2,Excellent,59 %,62.2 %,5.69x5.73x3.55,"$1,576"
0.7,F,VS1,Excellent,58 %,62.8 %,5.63x5.67x3.55,"$2,843"
0.9,F,SI2,Excellent,56 %,62.8 %,6.12x6.15x3.85,"$2,687"
0.71,D,VS2,Excellent,58 %,62.4 %,5.69x5.7x3.55,"$2,512"
1.0,K,VS2,Excellent,60 %,60.5 %,6.46x6.48x3.92,
0.9,G,SI1,Excellent,58 %,62.9 %,6.11x6.15x3.86,"$3,201"
1.01,J,VS2,Excellent,59 %,61.4 %,6.44x6.48x3.97,
0.8,E,VVS2,Excellent,58 %,62.5 %,5.88x5.92x3.69,"$4,015"
0.9,E,SI1,Excellent,57 %,62.6 %,6.13x6.17x3.85,"$2,910"
1.01,J,VS2,Excellent,58 %,62.6 %,6.4x6.43x4.01,
0.9,H,VS2,Excellent,58 %,62.8 %,6.09x6.13x3.84,"$3,152"
0.87,F,VVS1,Excellent,58 %,62.3 %,6.07x6.09x3.79,"$6,184"
0.9,F,VS2,Excellent,57 %,62.7 %,6.09x6.13x3.83,"$4,156"
1.01,H,VS2,Excellent,58 %,62.5 %,6.36x6.4x3.98,
1.02,H,VS2,Excellent,58 %,62.6 %,6.38x6.42x4.01,
0.7,D,VS1,Excellent,58 %,62.7 %,5.62x5.66x3.54,
0.9,E,VS2,Excellent,57 %,62.9 %,6.08x6.13x3.84,"$4,351"
1.01,H,VS2,Very Good,56 %,64.6 %,6.24x6.31x4.05,
1.0,H,VS2,Very Good,56 %,64.9 %,6.15x6.24x4.02,
0.7,D,FL/IF,Excellent,57 %,62.7 %,5.62x5.66x3.54,"$5,767"
0.7,F,VVS1,Excellent,58 %,62.7 %,5.64x5.68x3.55,
0.9,I,SI2,Excellent,57 %,62.5 %,6.12x6.17x3.84,"$1,909"
0.9,I,SI2,Excellent,56 %,62.2 %,6.14x6.18x3.83,"$1,964"
1.04,F,VS2,Excellent,57 %,62.9 %,6.42x6.46x4.05,
0.9,G,SI2,Excellent,56 %,63.2 %,6.08x6.16x3.87,"$2,112"
1.01,F,VS2,Excellent,55 %,62.2 %,6.4x6.43x3.99,
1.01,E,VS2,Excellent,61 %,58.9 %,6.56x6.58x3.87,
0.9,E,SI1,Excellent,55 %,63.2 %,6.1x6.14x3.87,"$3,476"
1.0,F,SI2,Excellent,58 %,62.6 %,6.36x6.4x3.99,
1.01,E,VS2,Excellent,58 %,61.7 %,6.45x6.47x3.98,
1.01,E,SI2,Excellent,57 %,62.7 %,6.38x6.4x4.01,
0.9,H,VVS2,Excellent,57 %,62.4 %,6.15x6.18x3.85,"$3,787"
0.91,F,VS2,Excellent,58 %,62.6 %,6.11x6.15x3.84,"$4,117"
0.9,F,VS2,Excellent,57 %,62.8 %,6.1x6.15x3.85,"$3,429"
0.97,G,VVS1,Excellent,61 %,60.4 %,6.38x6.42x3.87,"$6,297"
1.0,F,VS1,Excellent,59 %,60.8 %,6.43x6.46x3.92,
1.05,E,VS1,Excellent,56 %,61.9 %,6.47x6.51x4.02,
1.0,H,SI2,Very Good,55 %,64.0 %,6.2x6.27x3.99,
1.01,G,SI1,Excellent,58 %,62.7 %,6.35x6.39x3.99,
0.95,E,FL/IF,Excellent,59 %,60.3 %,6.32x6.36x3.82,"$9,911"
1.0,I,VVS2,Excellent,60 %,62.4 %,6.35x6.39x3.97,
1.01,H,VVS2,Excellent,57 %,62.3 %,6.37x6.41x3.98,
1.03,G,SI2,Excellent,56 %,62.8 %,6.39x6.42x4.03,
1.0,E,VVS2,Excellent,59 %,62.5 %,6.35x6.39x3.98,
1.0,D,SI2,Excellent,56 %,62.9 %,6.34x6.39x4.01,
1.01,G,SI1,Excellent,61 %,60.0 %,6.46x6.48x3.88,
1.5,J,SI2,Excellent,55 %,62.6 %,7.26x7.31x4.56,
1.0,G,SI1,Very Good,55 %,64.8 %,6.19x6.24x4.02,
1.0,F,SI1,Very Good,58 %,64.2 %,6.2x6.27x4.0,
1.01,F,SI1,Very Good,57 %,64.9 %,6.17x6.26x4.03,
1.16,K,VS2,Excellent,56 %,62.3 %,6.69x6.72x4.18,
1.0,E,SI1,Excellent,58 %,62.8 %,6.31x6.35x3.98,
1.0,J,VS2,Very Good,55 %,64.5 %,6.19x6.25x4.01,
1.0,I,VS2,Very Good,61 %,61.7 %,6.29x6.35x3.9,
1.2,H,VS2,Excellent,57 %,62.2 %,6.76x6.8x4.22,
1.01,G,VS2,Excellent,58 %,62.8 %,6.33x6.38x3.99,
1.1,H,VS2,Excellent,57 %,62.8 %,6.52x6.56x4.11,
1.0,G,VS2,Excellent,61 %,60.5 %,6.43x6.48x3.91,
1.17,E,VS2,Excellent,59 %,61.7 %,6.7x6.74x4.14,
2.21,D,FL/IF,Excellent,58 %,61.7 %,8.31x8.35x5.14,
1.0,F,VS2,Excellent,57 %,63.0 %,6.32x6.36x3.99,
2.01,K,SI1,Excellent,60 %,60.0 %,8.14x8.18x4.89,
1.02,E,VS2,Excellent,58 %,62.3 %,6.39x6.42x3.99,
1.03,I,VS1,Excellent,58 %,62.5 %,6.39x6.42x4.0,
1.12,G,VS1,Excellent,57 %,62.4 %,6.62x6.64x4.14,
1.0,D,VS2,Excellent,58 %,62.5 %,6.34x6.38x3.97,
1.01,E,VS2,Excellent,58 %,62.8 %,6.34x6.38x3.99,
1.24,K,VS1,Excellent,58 %,62.4 %,6.82x6.85x4.27,
1.0,E,VS2,Excellent,57 %,62.5 %,6.37x6.4x3.99,
1.03,E,VS1,Excellent,57 %,62.2 %,6.43x6.45x4.01,
1.03,G,VS1,Excellent,59 %,61.1 %,6.48x6.5x3.97,
1.0,F,VS2,Excellent,58 %,62.3 %,6.32x6.37x3.96,
1.0,G,VS1,Excellent,58 %,62.5 %,6.36x6.39x3.99,
1.0,G,VS1,Excellent,55 %,62.7 %,6.35x6.38x3.99,
1.01,F,VS1,Excellent,58 %,61.8 %,6.39x6.43x3.96,
1.01,H,VS1,Excellent,57 %,62.8 %,6.39x6.43x4.03,
1.01,E,VS1,Excellent,56 %,62.9 %,6.35x6.4x4.01,
1.17,D,VS1,Excellent,58 %,61.9 %,6.71x6.73x4.16,
1.21,G,VS1,Excellent,58 %,62.1 %,6.76x6.8x4.21,
1.01,G,VS1,Excellent,59 %,62.8 %,6.34x6.38x3.99,
1.0,F,VS1,Excellent,60 %,61.2 %,6.4x6.44x3.93,
1.01,G,VVS2,Excellent,59 %,62.3 %,6.38x6.42x3.99,
1.01,E,VVS1,Excellent,57 %,60.7 %,6.46x6.49x3.93,
1.01,F,VVS2,Excellent,59 %,61.8 %,6.38x6.41x3.95,
1.0,D,VVS2,Excellent,59 %,62.8 %,6.34x6.38x4.0,
1.51,J,SI2,Excellent,61 %,61.9 %,7.26x7.36x4.53,
1.01,G,VVS2,Excellent,57 %,62.9 %,6.36x6.4x4.01,
1.01,J,VVS1,Excellent,60 %,60.9 %,6.46x6.49x3.94,
1.05,F,VVS1,Excellent,58 %,62.3 %,6.46x6.48x4.04,
1.1,D,VVS2,Excellent,58 %,61.1 %,6.62x6.64x4.05,
1.02,D,VVS2,Excellent,58 %,62.5 %,6.37x6.4x3.99,
1.09,K,FL/IF,Excellent,58 %,62.2 %,6.53x6.57x4.07,
1.0,H,VVS1,Excellent,56 %,62.7 %,6.37x6.41x4.01,
1.51,H,SI2,Excellent,59 %,62.1 %,7.29x7.32x4.54,
1.5,H,SI2,Excellent,58 %,63.2 %,7.19x7.29x4.57,
1.57,K,VS2,Excellent,58 %,62.7 %,7.36x7.41x4.63,
1.5,H,VS2,Excellent,58 %,62.8 %,7.26x7.3x4.58,
1.51,H,VS1,Excellent,58 %,62.7 %,7.25x7.3x4.56,
1.65,G,SI1,Excellent,61 %,59.9 %,7.63x7.67x4.59,
1.58,J,VVS2,Excellent,57 %,62.2 %,7.44x7.46x4.63,
1.51,G,VS1,Excellent,58 %,62.6 %,7.27x7.32x4.57,
1.51,H,VS2,Excellent,58 %,62.6 %,7.29x7.33x4.58,
1.51,K,VS1,Excellent,57 %,62.4 %,7.28x7.33x4.56,
1.5,E,VS2,Excellent,56 %,63.2 %,7.2x7.29x4.58,
1.5,J,VVS1,Excellent,56 %,60.8 %,7.35x7.41x4.49,
1.55,G,VVS2,Excellent,55 %,62.8 %,7.35x7.39x4.63,
2.01,I,VS2,Excellent,58 %,62.8 %,7.99x8.04x5.03,
2.05,K,VVS1,Excellent,58 %,62.5 %,8.05x8.1x5.05,
3.01,E,VS2,Excellent,56 %,63.3 %,9.09x9.16x5.77,"$60,580"
0.9,D,SI1,Very Good,56 %,65.1 %,5.96x6.01x3.90,"$2,442"
0.9,L,VVS2,Excellent,56 %,62.7 %,6.14x6.18x3.86,"$1,986"
0.8,K,SI2,Very Good,59 %,63.5 %,5.78x5.82x3.68,$916
0.8,I,SI1,Excellent,55 %,62.8 %,5.94x5.97x3.74,"$1,436"
0.88,I,SI1,Excellent,58 %,62.3 %,6.08x6.12x3.80,"$1,786"
0.9,G,SI1,Excellent,58 %,62.3 %,6.14x6.17x3.83,"$2,389"
0.8,J,VS2,Excellent,57 %,63.3 %,5.87x5.91x3.73,"$1,429"
0.9,E,SI2,Excellent,57 %,62.7 %,6.13x6.16x3.85,"$2,609"
0.8,H,SI2,Excellent,57 %,62.7 %,5.88x5.92x3.70,"$1,565"
0.8,E,VS2,Excellent,58 %,62.1 %,5.92x5.96x3.69,"$2,989"
0.81,E,SI1,Excellent,56 %,62.2 %,5.97x6.00x3.72,"$2,554"
0.83,E,FL/IF,Excellent,60 %,60.2 %,6.07x6.09x3.66,"$7,661"
0.75,K,SI1,Excellent,58 %,62.6 %,5.81x5.83x3.65,"$1,215"
0.8,H,VVS1,Excellent,60 %,61.3 %,5.94x5.97x3.65,"$2,140"
0.75,I,VS2,Excellent,59 %,61.5 %,5.78x5.82x3.57,"$1,527"
0.72,I,SI1,Excellent,57 %,62.8 %,5.68x5.72x3.58,"$1,410"
0.72,G,VS2,Excellent,56 %,62.7 %,5.68x5.71x3.57,"$1,776"
0.75,G,VS2,Excellent,59 %,59.8 %,5.90x5.93x3.54,"$2,294"
0.75,I,VS1,Excellent,56 %,63.3 %,5.75x5.78x3.65,"$1,617"
0.72,E,SI1,Excellent,57 %,62.5 %,5.70x5.73x3.57,"$1,748"
0.75,J,SI2,Excellent,57 %,62.7 %,5.78x5.81x3.63,"$1,215"
0.76,G,VVS1,Excellent,59 %,59.7 %,5.91x5.94x3.54,"$2,924"
0.7,D,SI1,Excellent,58 %,60.8 %,5.75x5.78x3.51,"$2,471"
0.7,D,VVS1,Excellent,57 %,62.6 %,5.67x5.70x3.56,"$4,817"
0.63,E,VS2,Excellent,59 %,61 %,5.51x5.54x3.37,"$1,615"
0.7,F,VVS2,Excellent,59 %,61.7 %,5.70x5.72x3.52,"$2,687"
0.61,K,SI2,Excellent,57 %,61.8 %,5.42x5.45x3.36,$608
0.67,D,VS1,Excellent,56 %,61.7 %,5.60x5.63x3.47,"$2,255"
0.6,F,SI2,Excellent,57 %,62.4 %,5.39x5.41x3.37,"$1,034"
0.6,G,SI2,Excellent,60 %,61 %,5.43x5.46x3.32,"$1,002"
0.59,I,SI1,Excellent,59 %,60 %,5.43x5.46x3.27,$903
0.59,E,VVS2,Excellent,58 %,61.2 %,5.40x5.43x3.32,"$2,182"
0.59,D,VVS1,Excellent,60 %,60.5 %,5.42x5.46x3.29,"$3,853"
0.57,D,VVS1,Excellent,57 %,62.5 %,5.27x5.30x3.31,"$2,033"
0.53,I,SI1,Excellent,58 %,62.6 %,5.13x5.17x3.22,"$1,043"
0.57,E,VVS2,Excellent,57 %,62.8 %,5.26x5.29x3.31,"$1,575"
0.52,E,FL/IF,Excellent,56 %,62.5 %,5.11x5.14x3.21,"$1,916"
0.54,E,FL/IF,Excellent,58 %,61.8 %,5.20x5.22x3.22,"$2,409"
0.51,D,SI1,Excellent,55 %,62.8 %,5.07x5.10x3.19,"$1,220"
0.52,D,VVS2,Excellent,59 %,60.7 %,5.19x5.21x3.16,"$1,485"
0.51,D,VVS1,Excellent,56 %,62.4 %,5.12x5.15x3.21,"$2,825"
0.51,K,VS2,Excellent,55 %,62.6 %,5.07x5.10x3.18,$695
0.51,G,VVS1,Excellent,58 %,61.9 %,5.10x5.13x3.17,"$1,368"
0.51,F,VVS2,Excellent,57 %,62.5 %,5.08x5.10x3.18,"$1,456"
0.52,E,VS2,Excellent,58 %,62.7 %,5.12x5.15x3.22,"$1,169"
0.52,E,VS1,Excellent,57 %,62.8 %,5.10x5.13x3.21,"$1,518"
0.5,K,SI2,Excellent,58 %,61 %,5.10x5.13x3.12,$608
