carat,color,clarity,cut,table,depth,measurements,price
1.51,L,SI1,Very Good,56 %,64.8 %,7.10x7.14x4.62,"$3,393"
1.01,I,SI2,Excellent,60 %,61.7 %,6.43x6.44x3.97,
1.2,F,SI1,Excellent,56 %,62.9 %,6.74x6.78x4.25,
4.01,J,SI1,Excellent,60 %,62.5 %,10.08x10.15x6.33,
1.51,F,VS2,Excellent,62 %,61.6 %,7.28x7.33x4.5,
1.1,E,VS2,Excellent,57 %,62.0 %,6.6x6.61x4.1,
0.66,I,VS2,Excellent,56 %,62.3 %,5.55x5.57x3.46,$855
0.5,F,SI1,Excellent,57 %,62.6 %,5.05x5.06x3.16,$969
1.5,L,VS2,Excellent,56 %,62.8 %,7.23x7.27x4.55,"$4,443"
1.01,G,SI2,Excellent,58 %,62.7 %,6.36x6.4x4.0,
1.2,I,SI1,Excellent,58 %,61.8 %,6.73x6.79x4.18,
1.08,H,VS2,Excellent,59 %,62.3 %,6.49x6.54x4.06,
10.29,D,VVS1,Excellent,59 %,62.2 %,13.85x13.90x8.63,"$981,619"
0.6,F,SI1,Excellent,56 %,62.6 %,5.40x5.42x3.39,"$1,167"
1.01,E,SI1,Excellent,59 %,62.5 %,6.36x6.39x3.98,"$4,578"
1.0,E,SI1,Excellent,60 %,61.7 %,6.34x6.38x3.92,"$4,445"
3.01,M,VS2,Excellent,60 %,60.1 %,9.29x9.35x5.6,
0.58,G,VS2,Excellent,56 %,62.4 %,5.31x5.34x3.32,
1.2,E,SI2,Very Good,56 %,64.4 %,6.56x6.63x4.25,
2.5,M,SI2,Excellent,56 %,63.6 %,8.55x8.61x5.46,"$8,074"
1.0,D,SI1,Excellent,56 %,63.6 %,6.29x6.34x4.02,"$3,942"
0.55,H,VS2,Excellent,58 %,62.6 %,5.21x5.24x3.27,
0.7,I,VVS1,Very Good,57 %,64.1 %,5.48x5.55x3.54,
1.1,H,SI2,Excellent,59 %,62.2 %,6.56x6.59x4.09,
1.01,G,SI2,Excellent,61 %,61.4 %,6.38x6.42x3.93,
1.01,G,SI2,Excellent,59 %,61.8 %,6.39x6.42x3.96,
1.01,F,SI2,Excellent,58 %,60.7 %,6.47x6.5x3.94,
1.01,I,SI1,Excellent,58 %,61.4 %,6.41x6.43x3.94,
1.0,D,SI2,Excellent,59 %,60.3 %,6.42x6.47x3.89,
1.09,D,SI1,Excellent,57 %,62.6 %,6.53x6.57x4.1,
1.05,G,VS2,Excellent,59 %,62.8 %,6.44x6.48x4.06,
1.5,I,SI1,Excellent,61 %,61.1 %,7.31x7.36x4.48,
1.52,F,SI2,Excellent,60 %,62.0 %,7.32x7.37x4.56,
0.57,H,VS2,Excellent,57 %,62.9 %,5.28x5.31x3.33,
0.81,J,VVS1,Excellent,58 %,61.3 %,5.97x5.99x3.67,
1.0,G,SI2,Excellent,59 %,62.0 %,6.39x6.43x3.97,
2.02,J,SI2,Excellent,61 %,60.7 %,8.11x8.16x4.94,
2.01,I,SI2,Excellent,60 %,62.5 %,8.02x8.07x5.03,
4.51,I,SI2,Excellent,60 %,60.6 %,10.64x10.7x6.47,
1.51,I,SI2,Excellent,58 %,62.6 %,7.26x7.3x4.56,
0.5,E,VS2,Excellent,60 %,60.9 %,5.11x5.14x3.12,
1.01,H,VVS2,Excellent,58 %,62.4 %,6.39x6.42x4.00,"$5,138"
0.59,E,SI1,Excellent,62 %,60.3 %,5.42x5.45x3.28,"$1,233"
0.59,E,SI1,Excellent,56 %,62.5 %,5.37x5.41x3.37,"$1,109"
1.59,L,VS1,Excellent,57 %,61.1 %,7.49x7.54x4.59,
1.01,H,VVS2,Excellent,59 %,61.9 %,6.43x6.46x3.99,"$5,099"
1.01,H,VVS2,Excellent,58 %,62.4 %,6.38x6.42x3.99,"$5,153"
1.02,K,SI2,Excellent,57 %,62.4 %,6.43x6.46x4.02,
0.96,F,SI1,Excellent,58 %,61.8 %,6.30x6.34x3.91,"$3,680"
0.7,J,VS1,Excellent,58 %,62.6 %,5.63x5.67x3.54,
0.92,L,VVS2,Excellent,55 %,62.6 %,6.17x6.2x3.88,
0.9,K,VVS1,Very Good,56 %,64.6 %,5.99x6.05x3.89,
0.7,I,FL/IF,Excellent,56 %,60.9 %,5.73x5.75x3.5,
1.0,G,VS1,Excellent,57 %,62.2 %,6.35x6.4x3.97,
2.3,L,SI2,Excellent,56 %,62.7 %,8.39x8.41x5.26,"$8,501"
1.04,E,SI1,Excellent,58 %,62.3 %,6.44x6.48x4.02,
1.0,E,VS2,Excellent,59 %,60.1 %,6.44x6.47x3.88,
1.14,K,VS1,Excellent,58 %,62.5 %,6.62x6.66x4.15,
1.5,H,SI1,Excellent,58 %,62.5 %,7.24x7.29x4.54,
1.52,I,SI1,Excellent,57 %,62.4 %,7.31x7.33x4.57,
2.01,J,SI1,Excellent,62 %,61.8 %,8.04x8.09x4.99,"$12,663"
3.01,K,SI1,Excellent,62 %,59.8 %,9.3x9.34x5.58,
0.7,J,VS2,Excellent,56 %,62.9 %,5.62x5.66x3.54,
0.7,J,VS1,Excellent,58 %,62.3 %,5.62x5.66x3.51,
0.7,I,VS2,Excellent,58 %,62.9 %,5.66x5.69x3.57,
0.7,J,VS1,Excellent,58 %,62.3 %,5.65x5.68x3.53,
0.7,J,VS1,Excellent,62 %,61.0 %,5.69x5.72x3.48,
0.73,J,VVS2,Excellent,57 %,62.6 %,5.72x5.74x3.58,
0.74,J,VVS1,Excellent,56 %,62.8 %,5.73x5.77x3.61,
0.74,K,VVS1,Excellent,58 %,62.4 %,5.76x5.79x3.6,
0.7,K,VVS1,Excellent,56 %,62.3 %,5.66x5.69x3.54,
0.9,H,SI2,Very Good,56 %,64.8 %,5.96x6.04x3.89,
0.9,J,SI2,Excellent,56 %,62.9 %,6.1x6.14x3.85,
0.9,L,VS1,Excellent,56 %,62.8 %,6.11x6.15x3.85,
0.91,J,VS1,Very Good,55 %,64.9 %,6.0x6.03x3.9,
0.9,I,VS1,Very Good,55 %,64.8 %,5.92x6.03x3.87,
0.9,K,VVS2,Excellent,56 %,63.5 %,6.1x6.14x3.88,
0.9,K,VS1,Excellent,62 %,61.1 %,6.16x6.19x3.77,
0.9,J,VVS2,Very Good,56 %,64.1 %,5.99x6.05x3.86,
1.01,G,SI2,Excellent,60 %,61.8 %,6.4x6.44x3.97,
1.01,H,VVS2,Excellent,57 %,62.5 %,6.35x6.39x3.98,"$5,076"
1.01,H,VVS1,Excellent,60 %,61.4 %,6.40x6.44x3.94,"$5,496"
1.0,I,SI1,Excellent,58 %,62.7 %,6.33x6.37x3.98,"$3,323"
1.0,G,SI1,Excellent,55 %,62.7 %,6.34x6.37x3.99,"$4,443"
0.96,L,SI2,Excellent,55 %,62.7 %,6.26x6.29x3.94,"$1,385"
0.9,F,SI1,Excellent,56 %,62.8 %,6.12x6.15x3.85,
0.58,I,VVS2,Excellent,59 %,62.3 %,5.3x5.33x3.31,
0.57,I,VVS2,Excellent,56 %,62.8 %,5.25x5.28x3.31,
0.54,F,VS2,Excellent,59 %,60.5 %,5.26x5.29x3.19,
0.7,D,SI1,Excellent,56 %,62.7 %,5.64x5.67x3.55,"$2,197"
0.7,H,VS1,Excellent,56 %,62.6 %,5.63x5.67x3.53,
5.02,H,VVS2,Excellent,54 %,62.9 %,10.85x10.93x6.85,
1.51,K,SI1,Very Good,55 %,63.9 %,7.16x7.20x4.59,"$3,827"
1.01,K,SI1,Excellent,56 %,62.8 %,6.36x6.39x4.01,"$1,817"
1.01,D,VS2,Excellent,57 %,62.5 %,6.37x6.41x3.99,"$5,345"
1.0,E,SI1,Excellent,58 %,62.5 %,6.33x6.37x3.97,"$4,643"
0.59,E,SI1,Excellent,60 %,60.3 %,5.44x5.47x3.29,$979
1.01,E,SI2,Excellent,60 %,60 %,6.47x6.51x3.89,"$3,885"
1.2,F,SI2,Excellent,59 %,61.9 %,6.75x6.79x4.19,"$3,423"
0.7,L,VVS2,Excellent,56 %,62.8 %,5.65x5.67x3.56,$771
0.69,H,SI1,Excellent,59 %,61.2 %,5.67x5.70x3.48,"$1,127"
0.59,G,SI1,Excellent,59 %,60.9 %,5.40x5.43x3.30,$989
0.59,F,SI1,Excellent,59 %,60.4 %,5.42x5.43x3.27,"$1,050"
5.12,D,VS1,Excellent,59 %,61.0 %,11.07x11.11x6.77,
5.23,F,VVS2,Excellent,57 %,62.6 %,11.0x11.06x6.91,
0.52,H,SI1,Excellent,60 %,61.0 %,5.16x5.19x3.16,
1.51,E,VS2,Excellent,56 %,62.6 %,7.29x7.32x4.57,
1.01,G,SI2,Excellent,57 %,62.6 %,6.4x6.44x4.02,
1.0,D,SI1,Excellent,57 %,63.2 %,6.29x6.34x3.99,
1.0,E,VS2,Excellent,58 %,62.8 %,6.3x6.35x3.97,
1.01,G,VS1,Excellent,55 %,62.1 %,6.43x6.47x4.0,
1.1,K,VVS2,Excellent,56 %,62.6 %,6.56x6.59x4.12,
1.5,L,SI2,Excellent,58 %,62.2 %,7.26x7.31x4.53,
1.5,K,SI1,Very Good,56 %,63.7 %,7.11x7.19x4.56,
1.51,J,SI1,Excellent,61 %,60.5 %,7.36x7.4x4.46,
0.9,K,SI2,Very Good,56 %,64.8 %,6.00x6.04x3.90,$986
1.5,M,VS2,Excellent,57 %,62.9 %,7.24x7.29x4.57,
4.0,K,VS2,Excellent,57 %,62.6 %,10.0x10.1x6.3,
0.5,G,SI1,Very Good,59 %,62.6 %,4.98x5.01x3.13,$898
0.9,J,VS1,Excellent,56 %,63.6 %,6.09x6.13x3.89,
1.01,G,SI2,Excellent,61 %,60.5 %,6.4x6.44x3.89,
1.5,D,SI2,Excellent,56 %,63.7 %,7.2x7.26x4.61,
2.2,H,SI2,Excellent,55 %,62.8 %,8.24x8.3x5.2,
1.0,F,SI1,Excellent,60 %,62.0 %,6.35x6.4x3.95,
0.9,I,SI2,Excellent,58 %,63.4 %,6.11x6.14x3.88,"$1,313"
1.01,E,VS2,Excellent,56 %,63.4 %,6.35x6.39x4.04,"$5,276"
0.96,F,SI2,Excellent,60 %,60.5 %,6.32x6.36x3.84,"$2,668"
1.0,F,VS1,Excellent,56 %,62.7 %,6.35x6.39x3.99,
0.64,D,VVS2,Excellent,58 %,62.3 %,5.47x5.48x3.41,
1.2,H,SI2,Excellent,60 %,60.1 %,6.85x6.89x4.13,
1.0,G,SI1,Very Good,55 %,64.8 %,6.17x6.24x4.02,
1.01,G,SI1,Excellent,58 %,61.7 %,6.44x6.48x3.99,
1.0,F,SI1,Excellent,59 %,60.2 %,6.46x6.5x3.9,
3.2,M,SI1,Excellent,58 %,62.7 %,9.3x9.37x5.85,
5.15,G,VS1,Excellent,55 %,61.6 %,11.06x11.11x6.83,
2.51,M,VS2,Excellent,55 %,63.3 %,8.54x8.65x5.44,
1.02,H,VVS2,Excellent,58 %,61.7 %,6.43x6.45x3.98,"$5,307"
1.01,I,SI1,Excellent,56 %,63.0 %,6.35x6.39x4.01,
0.9,E,SI1,Excellent,59 %,61.3 %,6.19x6.22x3.80,
0.66,F,SI1,Excellent,59 %,59.5 %,5.67x5.69x3.38,"$1,143"
2.51,L,SI2,Very Good,55 %,64.9 %,8.36x8.47x5.46,
1.2,J,SI2,Excellent,58 %,62.3 %,6.73x6.77x4.21,
1.2,D,SI2,Excellent,59 %,62.1 %,6.75x6.8x4.21,
1.0,E,VS2,Excellent,59 %,61.5 %,6.38x6.4x3.93,
4.17,J,SI2,Excellent,58 %,62.6 %,10.16x10.23x6.39,
0.9,K,SI2,Very Good,59 %,63.9 %,6.02x6.09x3.87,$977
1.0,G,SI2,Excellent,57 %,62.2 %,6.32x6.4x3.96,
1.0,J,SI1,Excellent,61 %,61.2 %,6.39x6.43x3.92,
1.04,E,SI1,Excellent,58 %,62.5 %,6.44x6.48x4.04,
1.0,M,VVS2,Excellent,56 %,63.0 %,6.29x6.37x3.99,
1.5,I,VS2,Excellent,62 %,60.9 %,7.29x7.38x4.47,
1.51,H,SI1,Excellent,59 %,62.9 %,7.28x7.32x4.59,
1.5,G,VS2,Very Good,57 %,64.9 %,7.05x7.15x4.61,
1.5,G,VS2,Very Good,56 %,64.5 %,7.08x7.17x4.59,
3.01,H,VVS2,Excellent,58 %,62.7 %,9.13x9.19x5.74,
1.51,J,SI1,Excellent,57 %,62.8 %,7.25x7.29x4.56,
0.72,H,FL/IF,Excellent,56 %,62.7 %,5.69x5.72x3.58,
1.61,M,VS1,Excellent,56 %,62.8 %,7.42x7.45x4.67,"$5,270"
1.0,K,SI2,Excellent,59 %,62.6 %,6.32x6.36x3.97,
1.01,H,SI1,Excellent,59 %,62.4 %,6.4x6.43x4.0,
1.5,I,VS2,Excellent,58 %,63.0 %,7.19x7.28x4.56,
5.01,H,SI1,Excellent,58 %,61.8 %,10.94x11.0x6.78,
1.04,E,SI1,Excellent,58 %,61.0 %,6.51x6.55x3.99,
1.01,G,SI1,Excellent,58 %,62.7 %,6.38x6.41x4.01,
3.07,H,VVS2,Excellent,60 %,61.2 %,9.32x9.38x5.72,"$61,851"
0.5,E,SI2,Excellent,59 %,60.6 %,5.13x5.15x3.11,
0.71,E,SI1,Excellent,56 %,62.7 %,5.65x5.68x3.56,
0.7,H,VS2,Excellent,56 %,62.6 %,5.64x5.67x3.54,
1.5,H,SI2,Very Good,56 %,64.1 %,7.12x7.15x4.57,
2.01,M,SI2,Excellent,57 %,62.7 %,8.03x8.07x5.05,
1.01,F,SI2,Excellent,58 %,62.4 %,6.41x6.45x4.01,
0.81,F,SI1,Excellent,58 %,62.7 %,5.92x5.95x3.72,
1.5,J,SI1,Very Good,57 %,65.2 %,7.04x7.12x4.62,
3.01,L,VS2,Excellent,62 %,61.3 %,9.19x9.26x5.66,
1.0,F,SI1,Very Good,58 %,64.7 %,6.13x6.22x3.99,
1.0,E,SI1,Excellent,59 %,61.3 %,6.41x6.45x3.94,
1.12,F,SI1,Excellent,59 %,61.5 %,6.62x6.66x4.09,
0.9,J,VS1,Excellent,57 %,63.0 %,6.11x6.16x3.86,
0.74,H,VVS2,Excellent,62 %,59.5 %,5.85x5.89x3.49,
0.73,H,FL/IF,Excellent,59 %,62.5 %,5.71x5.73x3.58,
1.01,G,SI1,Excellent,58 %,61.7 %,6.39x6.43x3.96,
0.7,I,VVS2,Excellent,58 %,61.3 %,5.7x5.71x3.5,
1.1,I,SI2,Excellent,58 %,62.2 %,6.56x6.6x4.09,
1.65,J,VS2,Excellent,56 %,62.8 %,7.48x7.53x4.71,
1.5,E,VS2,Excellent,57 %,62.6 %,7.25x7.3x4.56,
0.5,F,SI1,Excellent,58 %,62.5 %,5.08x5.1x3.18,
1.55,J,VS1,Excellent,57 %,62.7 %,7.35x7.39x4.62,
3.07,K,VS2,Excellent,59 %,61.3 %,9.27x9.33x5.7,
3.23,I,VVS1,Excellent,56 %,62.7 %,9.39x9.45x5.91,
0.58,H,SI1,Excellent,58 %,62.7 %,5.28x5.32x3.32,
0.53,E,SI1,Excellent,56 %,62.9 %,5.13x5.16x3.23,
0.59,E,FL/IF,Excellent,56 %,62.9 %,5.31x5.34x3.35,
2.5,L,SI2,Excellent,58 %,60.0 %,8.77x8.82x5.28,
1.5,L,SI2,Very Good,57 %,63.5 %,7.11x7.16x4.53,"$2,990"
0.52,F,SI2,Excellent,58 %,61.6 %,5.14x5.18x3.18,
0.71,F,FL/IF,Excellent,61 %,59.8 %,5.79x5.83x3.47,
0.9,J,VS1,Excellent,56 %,63.3 %,6.08x6.13x3.86,
1.01,H,SI2,Excellent,56 %,63.0 %,6.33x6.38x4.01,
0.51,E,SI1,Excellent,56 %,62.6 %,5.07x5.1x3.18,
0.57,D,VS2,Excellent,58 %,62.5 %,5.25x5.28x3.29,
0.82,G,SI2,Excellent,59 %,59.9 %,6.06x6.09x3.64,
0.72,H,VS1,Excellent,56 %,62.8 %,5.68x5.71x3.58,
0.7,I,VVS2,Excellent,60 %,61.1 %,5.71x5.76x3.5,
1.1,H,VS1,Excellent,60 %,60.7 %,6.65x6.66x4.04,
1.01,H,VVS1,Excellent,59 %,61.6 %,6.42x6.46x3.96,
1.5,H,SI2,Excellent,58 %,62.8 %,7.21x7.26x4.55,
1.54,L,VVS2,Excellent,60 %,61.8 %,7.36x7.41x4.57,
2.0,L,SI2,Excellent,55 %,62.7 %,8.01x8.05x5.04,
1.0,H,SI1,Excellent,56 %,63.1 %,6.33x6.36x4.01,"$3,836"
0.57,I,VS1,Excellent,57 %,61.6 %,5.3x5.32x3.27,
0.8,G,SI2,Excellent,62 %,58.5 %,6.08x6.11x3.56,
0.7,I,VVS2,Excellent,57 %,63.0 %,5.64x5.68x3.56,
1.01,G,SI2,Excellent,58 %,62.8 %,6.35x6.39x4.0,
1.01,G,SI1,Very Good,64 %,60.0 %,6.41x6.49x3.87,
1.01,G,SI1,Excellent,58 %,62.4 %,6.39x6.43x4.0,
1.0,D,SI2,Very Good,56 %,65.0 %,6.2x6.24x4.04,
1.22,I,SI1,Excellent,56 %,62.7 %,6.77x6.82x4.26,
1.11,K,SI1,Excellent,56 %,63.0 %,6.55x6.59x4.14,
1.02,G,SI1,Excellent,56 %,62.8 %,6.38x6.42x4.02,
1.05,H,VS2,Excellent,56 %,62.6 %,6.45x6.49x4.05,
1.0,F,VS2,Excellent,56 %,62.9 %,6.36x6.39x4.01,
0.64,D,VVS2,Excellent,58 %,62.5 %,5.47x5.48x3.42,
1.0,J,SI1,Excellent,56 %,62.9 %,6.35x6.38x4.0,
1.0,F,SI1,Excellent,57 %,63.1 %,6.32x6.4x4.01,
0.5,F,SI2,Excellent,57 %,61.8 %,5.08x5.1x3.15,
1.01,J,VS2,Excellent,55 %,63.6 %,6.32x6.37x4.03,
1.1,J,VS2,Excellent,56 %,62.9 %,6.56x6.59x4.14,
1.3,L,VVS1,Very Good,56 %,63.9 %,6.79x6.85x4.36,
3.51,J,VVS2,Excellent,57 %,62.2 %,9.7x9.76x6.05,
1.0,G,VS2,Excellent,55 %,62.8 %,6.33x6.37x3.99,
1.55,H,VS1,Excellent,56 %,62.9 %,7.32x7.36x4.61,
3.01,M,SI2,Very Good,55 %,64.6 %,8.92x9.03x5.79,
1.01,I,SI1,Excellent,55 %,62.7 %,6.36x6.4x4.0,
1.1,G,SI1,Excellent,57 %,62.7 %,6.55x6.58x4.12,
3.01,L,VS1,Excellent,57 %,62.9 %,9.06x9.18x5.73,
0.54,G,SI2,Excellent,58 %,62.6 %,5.16x5.19x3.24,
0.72,F,SI1,Excellent,57 %,62.4 %,5.7x5.72x3.56,
0.76,L,VVS1,Excellent,56 %,62.6 %,5.81x5.84x3.65,
1.01,G,SI2,Excellent,55 %,62.8 %,6.36x6.4x4.01,
1.3,D,SI2,Excellent,57 %,62.6 %,6.94x6.97x4.36,
1.01,I,SI1,Excellent,56 %,62.9 %,6.34x6.38x4.0,
1.01,E,VS2,Excellent,57 %,62.9 %,6.39x6.43x4.03,
1.0,H,SI2,Excellent,58 %,62.8 %,6.36x6.40x4.01,"$3,144"
2.0,K,SI2,Excellent,57 %,63.2 %,7.95x8.01x5.05,
1.01,I,SI1,Excellent,59 %,61.5 %,6.38x6.42x3.93,
1.05,I,VS2,Excellent,57 %,61.3 %,6.52x6.55x4.0,
1.0,J,VS2,Excellent,58 %,61.6 %,6.39x6.43x3.95,"$2,762"
0.59,F,SI2,Excellent,62 %,61.3 %,5.33x5.37x3.28,$890
0.7,H,SI1,Excellent,61 %,60.8 %,5.72x5.74x3.48,
1.51,M,VVS2,Excellent,58 %,62.8 %,7.27x7.31x4.58,
1.5,K,VVS2,Very Good,57 %,64.8 %,7.04x7.14x4.59,
0.59,F,SI2,Excellent,60 %,58.7 %,5.49x5.51x3.23,$868
1.2,L,SI2,Excellent,57 %,62.7 %,6.74x6.77x4.23,
1.0,I,SI2,Excellent,62 %,60.9 %,6.38x6.43x3.9,
1.06,H,SI2,Excellent,57 %,62.6 %,6.47x6.5x4.06,
1.01,H,SI1,Excellent,58 %,62.2 %,6.38x6.42x3.98,
0.76,K,VVS1,Excellent,58 %,61.6 %,5.86x5.89x3.61,
1.01,G,SI2,Excellent,59 %,62.4 %,6.39x6.43x4.0,
1.01,E,SI2,Excellent,59 %,60.1 %,6.49x6.52x3.91,
1.01,E,SI2,Excellent,58 %,62.4 %,6.35x6.39x3.98,
1.21,E,SI2,Excellent,60 %,59.8 %,6.89x6.94x4.14,
1.0,G,SI1,Very Good,56 %,64.1 %,6.2x6.28x4.0,
1.01,E,SI1,Very Good,56 %,64.4 %,6.21x6.25x4.01,
1.03,F,SI2,Excellent,56 %,62.5 %,6.41x6.44x4.02,
1.1,D,SI2,Excellent,57 %,61.9 %,6.62x6.65x4.11,
1.03,G,SI1,Excellent,56 %,62.7 %,6.41x6.45x4.03,
1.01,I,VVS1,Excellent,59 %,60.6 %,6.46x6.49x3.92,
1.01,H,SI1,Excellent,57 %,63.1 %,6.34x6.38x4.01,"$4,055"
1.0,I,SI1,Excellent,55 %,63.3 %,6.31x6.35x4.01,"$3,320"
1.0,F,SI1,Excellent,58 %,62.7 %,6.37x6.41x4.01,
1.0,H,SI1,Excellent,57 %,62.8 %,6.34x6.38x3.99,"$3,864"
1.0,L,VVS2,Very Good,56 %,64.3 %,6.2x6.28x4.01,
0.9,H,VVS2,Excellent,57 %,62.7 %,6.11x6.14x3.84,
0.5,F,SI2,Excellent,58 %,61.4 %,5.12x5.14x3.15,
0.5,E,SI1,Excellent,58 %,60.5 %,5.13x5.15x3.11,
1.01,G,SI2,Excellent,58 %,62.2 %,6.37x6.4x3.97,
3.19,H,VVS2,Excellent,56 %,61.9 %,9.44x9.49x5.87,"$63,602"
0.58,H,SI2,Excellent,59 %,60.2 %,5.38x5.42x3.25,
0.58,F,SI1,Excellent,58 %,62.5 %,5.29x5.32x3.32,
0.6,D,SI1,Excellent,60 %,59.7 %,5.48x5.51x3.28,
0.7,G,SI1,Excellent,58 %,62.6 %,5.64x5.68x3.54,
0.5,E,SI1,Excellent,61 %,61.5 %,5.07x5.09x3.12,
0.57,F,SI1,Excellent,58 %,60.7 %,5.35x5.38x3.26,
0.56,F,VS2,Excellent,58 %,62.1 %,5.26x5.29x3.27,
0.7,E,SI1,Excellent,59 %,62.2 %,5.65x5.69x3.53,
1.0,E,SI2,Very Good,56 %,64.6 %,6.18x6.25x4.02,
3.01,L,VS2,Excellent,60 %,61.7 %,9.19x9.21x5.67,
0.7,D,SI1,Excellent,58 %,62.0 %,5.62x5.69x3.51,
0.9,J,SI2,Very Good,56 %,63.8 %,5.99x6.06x3.84,
1.0,E,SI1,Excellent,58 %,62.7 %,6.31x6.37x3.98,
1.0,J,VS2,Excellent,56 %,63.3 %,6.27x6.35x4.0,
2.0,K,SI2,Excellent,57 %,62.9 %,7.96x8.0x5.01,
1.5,K,VS2,Excellent,57 %,62.7 %,7.26x7.3x4.56,
0.72,K,VS2,Excellent,56 %,63.0 %,5.71x5.73x3.6,
0.7,I,VVS2,Excellent,56 %,62.7 %,5.65x5.69x3.56,
0.9,E,SI1,Excellent,56 %,62.7 %,6.12x6.16x3.85,
0.7,K,VVS1,Excellent,60 %,62.1 %,5.68x5.7x3.54,
2.01,J,SI2,Excellent,59 %,61.9 %,8.07x8.11x5.01,
0.53,E,SI1,Excellent,58 %,62.0 %,5.19x5.21x3.22,
0.7,K,SI2,Excellent,62 %,59.5 %,5.77x5.78x3.44,
0.72,I,SI1,Excellent,58 %,62.6 %,5.71x5.73x3.58,
0.72,G,SI1,Excellent,57 %,62.3 %,5.69x5.72x3.55,
0.71,I,VS2,Excellent,59 %,60.5 %,5.74x5.77x3.48,
0.7,J,VS1,Excellent,55 %,62.6 %,5.64x5.67x3.54,
0.91,F,SI2,Excellent,57 %,62.6 %,6.14x6.18x3.86,
0.71,I,VVS2,Excellent,56 %,61.5 %,5.72x5.74x3.53,
0.9,J,VS2,Excellent,56 %,62.8 %,6.11x6.15x3.85,
1.0,F,SI1,Excellent,62 %,60.7 %,6.38x6.42x3.89,
1.01,D,SI1,Excellent,57 %,62.9 %,6.36x6.39x4.01,
5.01,K,VS2,Excellent,55 %,62.9 %,10.84x10.91x6.85,
0.8,F,SI2,Excellent,59 %,59.8 %,6.02x6.06x3.61,
1.0,H,SI2,Excellent,59 %,62.0 %,6.37x6.4x3.96,
1.0,G,SI2,Excellent,58 %,60.6 %,6.43x6.47x3.91,
1.5,K,SI1,Excellent,59 %,61.4 %,7.29x7.34x4.49,
0.61,F,VVS1,Excellent,58 %,62.5 %,5.41x5.44x3.39,"$2,538"
1.11,I,SI2,Excellent,57 %,62.6 %,6.59x6.63x4.14,
1.01,H,SI1,Excellent,56 %,62.6 %,6.38x6.4x4.0,
1.11,H,SI1,Excellent,58 %,62.2 %,6.58x6.61x4.11,
1.06,D,SI1,Excellent,60 %,59.1 %,6.64x6.68x3.94,
1.6,G,SI2,Excellent,57 %,62.6 %,7.41x7.46x4.66,
2.03,L,SI2,Excellent,58 %,62.6 %,7.99x8.04x5.02,
0.77,G,VS1,Excellent,57 %,62.8 %,5.82x5.85x3.67,"$3,297"
2.01,K,SI1,Excellent,58 %,62.4 %,8.0x8.04x5.01,"$10,167"
0.54,G,VS2,Excellent,58 %,60.9 %,5.23x5.27x3.2,
0.5,E,VS2,Excellent,57 %,62.4 %,5.07x5.1x3.17,
0.9,G,SI1,Excellent,60 %,60.6 %,6.22x6.24x3.78,
1.0,J,SI2,Excellent,58 %,62.4 %,6.33x6.37x3.96,
1.01,G,SI2,Excellent,56 %,62.6 %,6.37x6.39x4.0,
1.0,I,SI1,Excellent,56 %,63.3 %,6.34x6.38x4.02,
1.0,H,SI1,Excellent,57 %,63.3 %,6.32x6.36x4.01,
1.01,G,SI1,Excellent,58 %,61.2 %,6.44x6.48x3.96,
1.5,K,VS1,Very Good,56 %,64.9 %,7.06x7.15x4.61,
2.12,J,SI2,Excellent,59 %,62.3 %,8.15x8.18x5.09,
2.1,K,SI1,Excellent,60 %,61.0 %,8.22x8.25x5.03,"$11,130"
1.3,H,SI2,Excellent,56 %,62.5 %,6.91x6.96x4.33,
5.02,I,VVS1,Excellent,59 %,62.8 %,10.8x10.88x6.81,
1.03,G,SI2,Excellent,57 %,62.8 %,6.42x6.44x4.04,
0.9,J,VS2,Excellent,57 %,62.7 %,6.12x6.16x3.85,
1.02,H,SI2,Excellent,57 %,62.6 %,6.42x6.46x4.03,
2.0,J,SI2,Excellent,57 %,63.0 %,7.94x8.0x5.02,
1.0,G,SI1,Excellent,58 %,62.9 %,6.34x6.38x4.0,
1.2,F,SI2,Excellent,62 %,59.8 %,6.88x6.92x4.12,
1.01,G,SI2,Excellent,61 %,60.4 %,6.45x6.48x3.91,
1.01,H,SI1,Very Good,55 %,64.9 %,6.18x6.26x4.04,
1.09,H,SI1,Excellent,58 %,61.3 %,6.57x6.61x4.04,
0.54,G,SI2,Excellent,57 %,62.5 %,5.19x5.2x3.25,
2.07,K,SI2,Excellent,59 %,62.2 %,8.14x8.18x5.07,
0.59,H,SI2,Excellent,57 %,61.9 %,5.34x5.36x3.31,
0.72,H,VS1,Excellent,56 %,62.8 %,5.7x5.71x3.58,
0.9,L,VVS1,Excellent,58 %,62.1 %,6.13x6.16x3.82,
0.7,J,VS2,Excellent,57 %,62.6 %,5.64x5.67x3.54,
1.0,G,SI1,Very Good,56 %,64.8 %,6.19x6.28x4.04,
0.9,K,VS1,Very Good,56 %,64.5 %,5.98x6.05x3.88,
0.91,J,VS2,Excellent,56 %,62.7 %,6.15x6.17x3.86,
1.33,D,SI1,Excellent,58 %,62.4 %,6.97x7.0x4.36,
1.01,E,SI1,Excellent,56 %,62.5 %,6.35x6.39x3.98,
1.06,H,VS2,Excellent,57 %,62.4 %,6.49x6.52x4.06,"$5,183"
